Month,Year,Type,Country,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
Jan,2018,Unprovoked,Australia,Cone Bay,,M,18,Injuries to right leg,N,08h00,Bull shark
Jan,2018,Unprovoked,New Caledonia,Nouville,Spearfishing,M,40,Injuries to abdomen and arm,N,15h30,Bull shark
Jan,2018,Unprovoked,Australia,Lizard Island,Diving,M,,Severe laceration to left forearm,N,15h01,Reef shark
Jan,2018,Unprovoked,Australia,Martin Islet,Free diving,M,28,"No injury, shark took his swimfin",N,,White shark
Jan,2018,Unprovoked,Brazil,Conceicao Beach,Surfing,M,20,Minor injury to left forearm,N,Late afternoon,Small shark
Dec,2017,Unprovoked,USA,"Hultin's Beach, Oahu",Surfing,F,54,Severe lacerations to left thigh & knee,N,18h00,Tiger shark
Dec,2017,Unprovoked,USA,"Drakes Estero, Point Reyes, Marin County",Surfing,F,35,Foot bitten,N,12h00,
Dec,2017,Provoked,Malaysia,Bagan Lalang Beach,Fishing / Wading,M,24,"Minor injury to thigh, PROVOKED INCIDENT",N,,Nurse shark
Nov,2017,Unprovoked,Costa Rica,Manuelita,Scuba Diving,M,26,Serious injury to leg,N,,Tiger shark
Nov,2017,Unprovoked,Costa Rica,Manuelita,Scuba diving,F,49,FATAL,Y,,Tiger shark
Nov,2017,Unprovoked,USA,"Stillwater Cove, Monterey County",Spearfishing,M,25,Right leg bitten,N,13h45,White shark
Nov,2017,Unprovoked,USA,"Floridana Beach, Brevard County",Surfing,F,14,Heel bitten,N,Late afternoon,
Nov,2017,Unprovoked,Australia,Avoca Beach,Surfing,M,25,Puncture wounds to left shoulder,N,16h00,
Nov,2017,Unprovoked,Cuba,Guardalavaca Beach,Night bathing,M,22,FATAL,Y,23h30,Tiger shark
Oct,2017,Unprovoked,Australia,Magnetic Island,Snorkeling,M,7,Calf injured,N,,Cookiecutter shark
Oct,2017,Unprovoked,Australia,Birubi Point,Surfing,M,31,Minor injury to foot,N,09h00,Wobbegong shark
Oct,2017,Unprovoked,USA,"Juno Beach, Palm Beach County",Surfing ,M,17,Lacerations to left foot,N,17h00,
Oct,2017,Unprovoked,USA,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,F,60,Severe lacerations to left hand & wrist,N,08h00,
Oct,2017,Unprovoked,Australia,Normanville,Kayaking / Fishing,F,15,Minor injuries,N,Afternoon,White shark
Oct,2017,Unprovoked,New Zealand,"Off Tapuna Beach, Auckand",Kayaking,M,,"No injury, shark shook kayak x3 ",N,09h00,
Oct,2017,Unprovoked,USA,"Lantana Beach, Palm Beach County",Swimming,M,,Puncture wounds & lacerations to foot,N,14h30,Spinner shark
Oct,2017,Unprovoked,USA,"Davidsons Beach, Kekaha, Kauai",Surfing,M,54,Lacerations to left hand,N,18h30,Tiger shark
Oct,2017,Unprovoked,USA,"Kamaole Beach Park, Maui ",Snorkeling,F,40,Abrasions,N,12h30,
Sep,2017,Unprovoked,USA,"Hanna Park, Jacksonville, Duval County",Surfing,M,,Lacerations to lower left leg and foot,N,Morning,
Sep,2017,Unprovoked,Australia,Gracetown,Surfing,M,,"No injury, board damaged by shark",N,18h00,White shark
Sep,2017,,USA,Rockaway,Surfing,M,33,"Lacerations to right ankle, foot & toe",,15h30,
Sep,2017,Unprovoked,USA,Fort Worth,Surfing,M,,Laceration to upper arm,N,14h00,
Sep,2017,Unprovoked,Spain,Gran Canaria ,Body surfing,M,13,Lacerations to right foot,N,,
Sep,2017,Unprovoked,USA,"Ponce Inlet, Volusia County",Surfing,M,28,Lacerations to left foot,N,16h30,
Sep,2017,Unprovoked,USA,"Ponce Inlet, Volusia County",Surfing,M,18,Lacerations to left foot,N,18h45,
Sep,2017,Unprovoked,Australia,Iluka Beach,Surfing,M,35,Minor lacerations to right hip,N,06h00,White shark
Sep,2017,Unprovoked,Japan,Iwata City,Surfing,M,42,Injury to ankle & feet,N,10h00,
Sep,2017,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,17,Minor injury to right hand,N,10h44,
Aug,2017,Unprovoked,Australia,Cathedral Rock,Surfing,M,37,"No injury, board bitten",N,10h30,White shark
Aug,2017,Unprovoked,USA,Bathtub Beach ,Wading,F,3,Leg injured,N,13h19,
Aug,2017,,Spain,Grao de Moncofa,Swimming,F,11,Lacerations to left foot,,Midday,
Aug,2017,Unprovoked,USA,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,69,Not injured by shark but board bitten,N,10h00,White shark
Aug,2017,Unprovoked,USA,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,13,Minor cuts to sole & toes of left foot,N,13h30,Blacktip shark
Aug,2017,Unprovoked,Egypt,Marsa Ghalib,Snorkeling,F,20,Bite to right leg/hip,N,,Whitetip shark
Aug,2017,Provoked,USA,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,34,Foot bitten by landed shark PROVOKED INCIDENT,N,23h30,
Aug,2017,,USA,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,M,,"No injury, bow of kayak bitten",N,10h45,White shark
Jul,2017,Unprovoked,USA,"Jacksonvlle, Duval County",Skimboarding,M,15,Lacerations to lower leg,N,18h30,
Jul,2017,,USA,"Hilton Head Island, Beaufort County",Swimming,M,10,Abrasions and cuts to sole of foot,,15h00,Small shark
Jul,2017,Unprovoked,St Helena,English Bay,Surfing,M,37,Torso bitten,N,17h00,
Jul,2017,Unprovoked,Spain,"Estanys Beach, Colonia de Sant",Swimming,F,,Abrasion to arm from shark's rough skin,N,Afternoon,Blue shark
Jul,2017,Unprovoked,USA,"Snipes Point, Monroe County",,F,40,Foot bitten,N,12h30,Small shark
Jul,2017,,USA,"Stearns Wharf, Santa Barbara",Kayaking,M,40,"No injury, kayak bitten",N,11h20,White shark
Jul,2017,Unprovoked,USA,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,50,"No injury, shark bit paddleboard",N,07h45,White shark
Jul,2017,Unprovoked,USA,"South Beach, Westport, Grays Harbor County",Surfing,M,,Pulled off board by shark but no injury,N,18h30,White shark
Jul,2017,,USA,"Santa Cruz, Santa Cruz County",Kayaking,M,,"No injury, kayak bitten",N,11h00,White shark
Jul,2017,Unprovoked,USA,"Haulover Beach, Miami-Dade County",Swimming,M,46,Lower legs bitten,N,15h30,Bull shark
Jul,2017,Provoked,Mexico,"Sánchez Magallanes, Cárdenas",Fishing,M,32,Hand bitten by hooked shark PROVOKED INCIDENT,N,,Tiger shark
Jul,2017,Unprovoked,South Africa,"Nahoon Reef, East London",Surfing,F,13,"No injury, shark bit surfboard",N,15h00,White shark
Jun,2017,Unprovoked,USA,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,14,Leg bitten,N,,Bull shark
Jun,2017,Unprovoked,Reunion,Roches Noire,Body boarding,M,34,"No injury, shark bit surfboard ",N,10h00,Bull shark
Jun,2017,Unprovoked,Spain,Playa den Bossa,Swimming,M,82,2-inch laceration to hand,N,12h00,
Jun,2017,Unprovoked,Australia,"Point Casuarina, Bunbury",Body boarding,M,48,"No injury, board bitten",N,08h30,White shark
Jun,2017,Unprovoked,Australia,"Flinders, Mornington Penisula",Surfing,F,,"No injury, knocked off board",N,15h45,Gill shark
Jun,2017,Unprovoked,USA,"Ponce Inlet, Volusia County",Surfing,M,19,Laceration to left foot,N,10h00,
Jun,2017,Unprovoked,United Kingdom,Bantham Beach,Surfing ,M,30,"Bruise to leg, cuts to hand sustained when he hit the shark",N,,
Jun,2017,Unprovoked,Bahamas,Athol Island,Snorkeling,F,32,Right forearm severed ,N,Shortly before 12h00,Tiger shark
May,2017,Provoked,USA,"Awendaw, Charleston County",Touching a shark,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,N,,
May,2017,Unprovoked,USA,Off Jupiter,Feeding sharks,M,,Lacerations to right arm,N,Morning,Tiger shark
May,2017,Unprovoked,United Arab Emirates,Khor Fakkan,Spearfishing,M,41,Right leg severely bitten,N,Morning,
May,2017,Provoked,Australia,Weipa,Attempting to lasso a shark,M,29,Thigh nipped PROVOKED INCIDENT,N,,
May,2017,Unprovoked,Mexico,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,FATAL,Y,17h00,
May,2017,,USA,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",,14h30,
Apr,2017,Unprovoked,South Africa,"Keurbooms, Plettenberg Bay",Surfing,M,14,Minor injury to right calf,N,17h10,
Apr,2017,Unprovoked,USA,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,N,11h00,
Apr,2017,Unprovoked,Reunion,Pointe au Sal,Body boarding,M,28,FATAL,Y,11h15,
Apr,2017,Unprovoked,New Zealand,"Porpoise Bay, Catlins",Body boarding,F,20,Puncture wounds & laceration above knee,N,14h00,
Apr,2017,Unprovoked,St Helena,English Bay,Snorkeling,F,40,Calf & foot bitten,N,16h00,
Apr,2017,Unprovoked,Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,16h00,White shark
Apr,2017,Unprovoked,USA,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,N,09h00,Tiger shark
Apr,2017,Unprovoked,USA,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,N,13h30,
Apr,2017,Unprovoked,USA,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,16h00,
Apr,2017,Unprovoked,USA,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Laceration to calf,N,17h45,
Apr,2017,Unprovoked,USA,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,N,17h00,
Apr,2017,Unprovoked,USA,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,13h00,
Apr,2017,Unprovoked,Australia,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,Afternoon,
Apr,2017,Unprovoked,USA,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,15h00,Bull shark
Mar,2017,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,N,10h00,
Mar,2017,Unprovoked,Australia,The Farm,Body boarding,M,30,Minor,N,18h30,
Mar,2017,,USA,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",N,14h30,White shark
Mar,2017,Unprovoked,Philippines,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,,
Feb,2017,Unprovoked,Australia,Mauds Point,Snorkeling,F,,Hand bitten,N,Morning,Bull shark
Feb,2017,Unprovoked,Australia,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,10h20,
Feb,2017,Unprovoked,USA,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13h30,
Feb,2017,Provoked,Brazil,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,,"Minor injury to finger, PROVOKED INCIDENT",N,Afternoon,Lemon shark
Jan,2017,Unprovoked,Brazil,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,13h20,
Jan,2017,Unprovoked,Australia,"Boot Reef, Torres Strait",Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12h00,Bull shark
Jan,2017,Unprovoked,Australia,Clairview,Swimming,M,57,Injury to hand,N,13h30,
Jan,2017,Unprovoked,Indonesia,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,07h30,Bull shark
Jan,2017,Unprovoked,USA,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,12h30,
Jan,2017,,Australia,Merimbula,Wading,M,20,Minor injuries to foot & toes,,18h00,
Dec,2016,Unprovoked,USA,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17h00,
Dec,2016,Unprovoked,Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,Morning,Small shark
Dec,2016,Unprovoked,South Africa,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,55,"No injury, but ski severely damaged",N,07h00,White shark
Dec,2016,Unprovoked,Australia,Trigg Beach,Free diving,M,61,Punctures to left foot/ankle,N,09h30,
Dec,2016,,USA,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,,Afternoon,
Dec,2016,Provoked,Australia,Merimbula,Surf fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02h00,Wobbegong shark
Dec,2016,Unprovoked,Australia,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,09h00,White shark
Nov,2016,Provoked,Australia,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11h00,Sevengill shark
Nov,2016,Unprovoked,USA,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,N,10h30,Tiger shark
Oct,2016,Unprovoked,USA,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,Afternoon,
Oct,2016,Unprovoked,USA,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,Afternoon,
Oct,2016,Unprovoked,Australia,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,07h30,
Oct,2016,Unprovoked,USA,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,17h00,
Oct,2016,Unprovoked,USA,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,09h50,
Oct,2016,Unprovoked,Australia,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10h30,
Oct,2016,Unprovoked,USA,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16h00,
Oct,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,11h30,
Oct,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfng,M,32,Minor injuries,N,17h30,
Sep,2016,Unprovoked,Australia,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9h00,White shark
Sep,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13h00,
Sep,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11h00,
Sep,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10h43,
Sep,2016,Unprovoked,USA,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,After noon,
Sep,2016,Unprovoked,USA,"Ponte Vedra, St. Johns County",Wading,M,60,Minor injury to arm,N,15h15,
Sep,2016,Unprovoked,USA,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,14h30,Tiger shark
Sep,2016,Unprovoked,New Caledonia,Koumac,Kite surfing,M,50,FATAL,Y,15h40,
Sep,2016,Unprovoked,USA,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,Late afternoon,
Sep,2016,Unprovoked,USA,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,N,,White shark
Aug,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,15h00,Bull shark
Aug,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,14h00,
Aug,2016,Unprovoked,Reunion,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,17h00,Bull shark
Aug,2016,Unprovoked,USA,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,16h00,
Aug,2016,Unprovoked,USA,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided",N,16h30,Tiger shark
Aug,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,,Blacktip shark
Jul,2016,Unprovoked,Spain,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,11h30,Blue shark
Jul,2016,Provoked,USA,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,,Nurse shark
Jul,2016,Unprovoked,Australia,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,12h00,
Jul,2016,Unprovoked,Japan,Irino Beach,Surfing,M,29,Lacerations to left leg,N,19h05,
Jul,2016,Provoked,Australia,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,Reef shark
Jul,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,1300,
Jul,2016,Unprovoked,USA,"Surfside, Orange County",Kite surfing,M,61,"No injury, board damaged",N,17h00,White shark
Jul,2016,Unprovoked,Spain,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,,Angel shark
Jul,2016,Provoked,USA,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10h00,Dogfish shark
Jul,2016,Unprovoked,USA,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,14h30 / 15h30,
Jul,2016,Provoked,Australia,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22h00,Nurse shark
Jun,2016,Unprovoked,USA,Sullivan's Island,,M,35,Minor injury,N,16h20,
Jun,2016,Unprovoked,USA,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,14h34,
Jun,2016,Unprovoked,Colombia,,Scuba Diving,M,59,Severe bite to right hand,N,11h00,Reef shark
Jun,2016,Unprovoked,South Africa,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,N,,White shark
Jun,2016,Unprovoked,USA,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,N,15h25,
Jun,2016,Unprovoked,USA,"Kalapaki Beach, Kauai",Surfing,M,,Single puncture wound to arm,N,06h00,
Jun,2016,Provoked,Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,,
Jun,2016,Unprovoked,USA,"Pirates Beach, Galveston",Floating in tube,F,6,Injury to lower leg,N,17h30,
Jun,2016,Unprovoked,USA,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,15h00,
Jun,2016,,USA,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",,11h30,
Jun,2016,Unprovoked,USA,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,08h30,
Jun,2016,Unprovoked,Australia,Mindarie,Diving,F,60,FATAL,Y,11h30,
Jun,2016,Unprovoked,Egypt,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Morning,Mako shark
Jun,2016,Unprovoked,New Caledonia," Côte-Blanche, Nouméa ",Kite surfing,M,,Laceration to heel,N,Afternoon,
May,2016,Unprovoked,Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,Y,16h00,White shark
May,2016,Unprovoked,USA,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,N,16h00,
May,2016,Unprovoked,USA,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,15h45,
May,2016,Unprovoked,USA,"Vero Beach, Indian River County",Swimming,F,57,Puncture wounds to thigh,N,12h00,
May,2016,Unprovoked,USA,"St. Petersburg, Pinellas County",Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,18h00,Bull shark
May,2016,Unprovoked,USA,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,"Back, arm & hand injured",N,17h46,
May,2016,Unprovoked,USA,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,N,Morning ,Blacktip shark
May,2016,Provoked,USA,"Boca Raton, Palm Beach County",Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,N,13h20,Nurse shark
May,2016,Unprovoked,USA,"Wailea Beach, Maui",Floating,M,59,Minor lacerations to right shoulder,N,15h49,
May,2016,Provoked,New Zealand,Cormandel,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,Afternoon,Mako shark
Apr,2016,Unprovoked,Indonesia,Balian,Surfing,M,24,Elbow bitten,N,07h00,Bull shark
Apr,2016,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to left foot,N,17h30,
Apr,2016,Unprovoked,South Africa,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,,"No injury, surf-ski bitten",N,08h00,White shark
Apr,2016,Unprovoked,Australia,"First Sun Beach, Byron Bay",Swimming,M,12,Minor puncture wound to foot,N,12h00,Wobbegong shark
Apr,2016,Provoked,French Polynesia,Makemo Atoll,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,,Morning,Reef shark
Apr,2016,Provoked,French Polynesia,Makemo Atoll,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,Morning,Reef shark
Apr,2016,Unprovoked,USA,"Off Singer Island, Palm Beach County",Spearfishing,M,26,Multiple bites to right arm,N,,Bull shark
Apr,2016,Unprovoked,New Caledonia,Poe Beach,Walking,F,69,FATAL,Y,10h45,Tiger shark
Apr,2016,Unprovoked,USA,"Florida Keys, Monroe County",Fishing,M,34,Left hand bitten,N,,
Mar,2016,Unprovoked,USA,"Olowalu, Maui",Snorkeling,F,46,Minor injury to left foot,N,11h00,
Mar,2016,Unprovoked,Australia,Bombo Beach,Surfing,M,22,Severe injury to thigh,N,19h00,
Mar,2016,Unprovoked,Australia,North Cronulla Beach,Surfing,M,41,"No injury, board dented",N,11h00,
Mar,2016,Unprovoked,USA,"Vero Beach, St. Lucie County",Body surfing,M,19,Lacerations to right foot and ankle,N,13h30,
Mar,2016,Unprovoked,Australia,Wrights Bay,Fishing,M,,Puncture wounds to right calf,N,Midnight,
Mar,2016,Unprovoked,Brazil,Escalerio Beach Balneário Camboriú,Swimming,M,41,Minor injury to head,N,,Sandtiger shark
Feb,2016,Unprovoked,New Caledonia,"Ricaudy Reef, Noumea",Kite surfing,M,21,Puncture wounds to right thigh,N,19h00,
Feb,2016,Unprovoked,New Caledonia,Yate,Spearfishing,M,31,Forearm bitten,N,16h00,
Feb,2016,Unprovoked,Australia,Stradbroke Island,Walking,F,45,Foot nipped,N,13h20,
Feb,2016,Unprovoked,Australia,Hams Beach,Windsurfing,M,40,"No injury, shark bit board",N,Late afternoon,
Feb,2016,Unprovoked,Brazil,Estaleirinho beach,Swimming,M,41,Lacerations to scalp,N,,Sandtiger shark
Jan,2016,Unprovoked,USA,"Hanalei Bay, Kauai",Surfing,M,,Lacerations to both hands,N,14h00,Reef shark
Jan,2016,Unprovoked,USA,"Hanalei Bay, Kauai, ",Surfing,F,15,No injury,N,11h30,
Jan,2016,Unprovoked,USA,Off Surfside,Spearfishing,M,,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09h30 / 10h00,Bull shark
Jan,2016,Unprovoked,USA,"Wailea Beach, Maui",Paddle boarding,M,48,No injury,N,Morning,Tiger shark
Jan,2016,Unprovoked,Australia,Heron Island,Wading,M,11,Laceration to right calf,N,Afternoon,Blacktip shark
Jan,2016,Unprovoked,Australia,Miall Island,Spearfishing,M,31,Lacerations to arms & leg,N,11h30,
Dec,2015,,South Africa,Westbrook Beach,Kayak Fishing,M,,"No injury, kayak damaged",N,Morning,White shark
Dec,2015,Unprovoked,Spain,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,Lacerations to left forearm,N,,Silky shark
Dec,2015,Unprovoked,USA,La'aloa Beach Park,Paddle boarding,M,71,"No injury, shark bit board",N,Morning,
Dec,2015,Unprovoked,Australia,Bondi Beach,Surfing,M,43,"No injury, shark leapt on surfboard",N,07h00,Whaler shark
Dec,2015,Unprovoked,Brazil,Fernano de Noronha,Scuba diving,M,32,Right hand & part of forearm removed,N,,Tiger shark
Dec,2015,Unprovoked,Bahamas,Off Andros Island,Lobster fishing,M,26,"Bitten on thigh, abdomen & hand",N,,Bull shark
Dec,2015,Unprovoked,South Africa,Mpande,Swimming / Wading,F,22,Lacerations to both hands and forearms,N,Morning,
Nov,2015,Unprovoked,Ecuador,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,Lacerations to left calf,N,10h15,Galapagos shark
Nov,2015,Unprovoked,USA,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Lacerations to hand,N,,Spinner shark
Nov,2015,Unprovoked,Australia,East Ballina,Surfing,M,20,Injury to left thigh,N,18h15,Bull shark
Nov,2015,,USA,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,Lower left leg injured,,11h00,
Nov,2015,Unprovoked,USA,"Kehena Beach, Hawaii",Swimming,M,54,Laceration to right ankle,N,11h00,
Nov,2015,Unprovoked,USA,"Cocoa Beach, Brevard  County",Wading,F,28,Injury to right ankle/calf & hand,N,14h00,
Nov,2015,Unprovoked,Mozambique,Maxixe,Fishing,M,19,"Arms severely injured, surgically amputated",N,04h00,
Oct,2015,Unprovoked,USA,"Malaka, Oahu",Body boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,14h50,
Oct,2015,Unprovoked,South Africa,Stil Bay,Surfing,M,42,"Lacerations to right calf, knee & hip",N,15h00,White shark
Oct,2015,Unprovoked,USA,"Playalinda Beach, Brevard County",Surfing,M,21,Lacerations to left hand,N,14h30,
Oct,2015,Unprovoked,USA,"Deerfield Beach, Broward County",Surfing,M,21,Left foot bitten,N,13h50,Spinner shark
Oct,2015,,USA,"Waikiki, ",Surfing,M,32,Left foot bitten by eel,,19h20,
Oct,2015,Unprovoked,USA,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,Severe injuries to lower legs. Foot later surgically amputated.,N,11h30,Tiger shark
Oct,2015,,USA,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,M,,"No injury, shark rammed kayak repeatedly",N,11h00,
Oct,2015,Unprovoked,USA,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,F,9,Laceration to forearm,N,16h20,
Oct,2015,Unprovoked,USA,"Leftovers, Oahu",Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,10h25,Tiger shark
Oct,2015,Unprovoked,Australia,Pyramids Beach,Surfing,M,18,Foot injured,N,16h50,
Oct,2015,Unprovoked,USA,"Pepper Park Beach, St. Lucie County",Body boarding,M,22,2 lacerations to ankle,N,13h00,
Oct,2015,Unprovoked,USA,Galveston,Wading,M,13,Foot & hands bitten,N,10h00,
Oct,2015,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,14,Severe lacerations to left hand,N,08h30,Blacktip shark
Sep,2015,Unprovoked,USA,"Vilano Beach, St.  Johns County",Surfing,M,22,"Laceration to heel, puncture wounds to dorsum of foot",N,16h20,Blacktip shark
Sep,2015,Unprovoked,Australia,"Russel Island, Frankland Group",Snorkeling,F,7,Laceration to leg,N,Afternoon,
Sep,2015,,USA,"Horseshoe Rock, Santa Barbara County",Kayak fishing,M,,"No injury, kayak damaged",N,10h45-11h15,White shark
Sep,2015,Unprovoked,USA,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor injury to left ankle,N,16h45,Juvenile shark
Sep,2015,Unprovoked,USA,"Upolu Point, North Kohala, Big Island",Spearfishing,M,27,Severe laceration to left leg,N,15h52,Tiger shark
Sep,2015,Unprovoked,USA,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,12,Significant injuries to leg,N,12h30,
